,Page Name,Facebook Link,Url,Email,Phone Numer,General Information
10,Blast Auto Lube & Repair Center,https://web.facebook.com/blastauto/?__tn__=%3C,http://www.blastauto.com/,,718-449-0953, 70 people like this 74 people follow this 4 people checked in here Oil Lube & Filter Service · Tire Dealer & Repair Shop · Automotive Repair Shop Hours Open now 8:00 AM - 6:00 PM Business details Price range  · $$ Additional contact info http://www.blastauto.com/ +1 718-449-0953 Send message More info AboutWelcome to Blast Auto. Since 1989 we have been New York's premier Lube and Repair Center. We use state of the art modern diagnostic and repair equipme… See more Additional informationWe have been serving friends and neighborhoods in Brooklyn for over 20 years. We are guys who are at the top of our game and passionate about what we … See more 
11,VIP Car Care Center,https://web.facebook.com/VIPCARCARECENTER/?__tn__=%3C,,,718-854-8822, 3 people like this 3 people follow this 2 people checked in here Automotive Repair Shop · Oil Lube & Filter Service Hours Open now 8:00 AM - 6:00 PM Additional contact info +1 718-854-8822 Send message More info AboutLeading automotive repair shop located in the heart of Brooklyn new york. We specialize in all foreign and domestic car repairs.  
12,Auto PhD New York,https://web.facebook.com/autophdnewyork/?__tn__=%3C,http://www.autophd.com/,info@autophd.com,516-283-2100," 267 people like this 285 people follow this 9 people checked in here Automotive Repair Shop · Motor vehicle company · Local Service Hours Open now 8:00 AM - 6:00 PM Business details Price range  · $$ Additional contact info http://www.autophd.com/ +1 516-283-2100 info@autophd.com Send message More info AboutAuto PhD is a full service automotive repair and NYS Inspection Station.Specializing in diagnostic electrical and electronic repair. We have latest d… See more Additional informationAuto PhD is a full service automotive repair and NYS Inspection Station, specializing in Mercedes ECM/ECU Cloning. Offers free Wi-Fi with purchase "
13,21 st century auto repair.,https://web.facebook.com/21-st-century-auto-repair-293196488065883/?__tn__=%3C,,,917-640-2853, 24 people like this 24 people follow this Cars Hours Open now 8:00 AM - 6:00 PM Additional contact info +1 917-640-2853 Send message More info Aboutwe fix any cars.  
14,CarMart Auto Services,https://web.facebook.com/carmartautoservices/?__tn__=%3C,https://www.carmartautoservices.com/,info@melvilleautosales.com,516-636-5600, 537 people like this 539 people follow this Automotive Repair Shop · Car dealership · Tire Dealer & Repair Shop Hours Open now 8:00 AM - 6:00 PM Additional contact info https://www.carmartautoservices.com/ +1 516-636-5600 info@melvilleautosales.com Send message More info AboutWelcome to Melville Auto Services Inc. We are a full service New York used car dealer located in Melville serving the towns of Suffolk County Plainview NY 
15,New York Bad Credit Rescue,https://web.facebook.com/New-York-Bad-Credit-Rescue-352954558136341/?__tn__=%3C,http://www.badcreditrescue.com/,badcreditrescue@gmail.com,," 8 people like this 8 people follow this Credit Counseling Service Hours Always open Business details Price range  · $$$$ Additional contact info http://www.badcreditrescue.com/ badcreditrescue@gmail.com Send message More info AboutNew York Bad Credit Rescue repair credit report, rebuild credit and establish credit all over the USA.  Additional informationNew York Bad Credit Rescue helps people all over the USA repair credit report, build and reestablish credit.  We enable our customers to qualify for m… See more "
16,C&N Auto Repair,https://web.facebook.com/CNAutoRepairinc/?__tn__=%3C,,ccaceres9158@yahoo.com,718-218-9319," 51 people like this 54 people follow this 21 people checked in here Automotive Repair Shop · Oil Lube & Filter Service · Tire Dealer & Repair Shop Hours Open now 8:00 AM - 6:00 PM Business details Price range  · $$ Additional contact info +1 718-218-9319 ccaceres9158@yahoo.com Send message More info AboutWe Specialize In Brakes,Shocks,Tune Ups,Timing Belts,Charging systems,Radiators,NYS Inspection,Computerized Wheel Alignment, Diagnostics/Check engine Etc. Additional informationOur goal is to provide the best Technical, Mechanical & Integrity Service!!  We've been in the Automotive industry for  20 years+. Offers free Wi-Fi with purchase "
17,Alpha Car Care,https://web.facebook.com/alphacarcare/?__tn__=%3C,http://alphacarcare.com/,vinnyjr@alphacollision.com,516-294-0852," 107 people like this 105 people follow this 63 people checked in here Automotive Repair Shop · Tire Dealer & Repair Shop · Oil Lube & Filter Service Hours Open now 8:00 AM - 5:00 PM Business details Price range  · $$ Additional contact info http://alphacarcare.com/ +1 516-294-0852 vinnyjr@alphacollision.com Send message More info AboutAlpha Car Care has earned the reputation as an industry leading, “customer first,” car care company.  Additional informationAlpha Car Care has earned the reputation as an industry leading, “customer first,” car care company. With a passion for cars and a commitment to servi… See more "
18,Car doctor auto repair & body work,https://web.facebook.com/Car-doctor-auto-repair-body-work-289508824717916/?__tn__=%3C,,,718-440-6242, 45 people like this 46 people follow this 1 person checked in here Automotive Body Shop Business details Price range  · $ Additional contact info +1 718-440-6242 Send message 
19,Thomas Auto Repair Service,https://web.facebook.com/Thomas-Auto-Repair-Service-425688817636663/?__tn__=%3C,,thomasautorepairservice@gmail.com,718-424-9006," 19 people like this 19 people follow this 4 people checked in here Automotive Repair Shop · Automotive Store · Gas Station Hours Open now 7:30 AM - 5:00 PM Business details Price range  · $ Additional contact info +1 718-424-9006 thomasautorepairservice@gmail.com Send message More info AboutWE DO IT ALL!! From Auto Repair to Body Work, NYS Inspections to Transmission work and everything in between. We'll even work with your Insurance Company Additional informationWE DO IT ALLHave you have been looking for an established auto repair shop?  Having a problem with your vehicle?Need your car inspected? Look no fu… See more "
20,S&R AutoBody & Repair,https://web.facebook.com/srautobodyrepair/?__tn__=%3C,https://sandrautobody.com/,darren@autobodyshop.com,718-323-3570," 2,537 people like this 2,565 people follow this 258 people checked in here Automotive Body Shop · Automotive Customization Shop · Automotive Repair Shop Hours Open now 8:00 AM - 6:00 PM Business details Price range  · $$ Additional contact info https://sandrautobody.com/ +1 718-323-3570 darren@autobodyshop.com Send message More info AboutS&R Auto Body & Repair is a locally-owned and operated auto and collision repair facility in Ozone Park, New York.  Additional informationSince 1997, we have provided incredibly fast and reliable services for all makes and models to keep our community on the road. Over the years, we’ve l… See more "
21,Midtown Center Auto Repair,https://web.facebook.com/midtowncenterautorepair/?__tn__=%3C,https://midtowncenterautorepair.com/goo.gl/b76375,mordechai@midtowncenterautorepair.com,212-629-1028," 962 people like this 966 people follow this 24 people checked in here Automotive Body Shop · Automotive Repair Shop · Motor vehicle company Hours Always open Business details Price range  · $$ Additional contact info https://midtowncenterautorepair.com/ +1 212-629-1028 mordechai@midtowncenterautorepair.com Send message More info AboutServices include body work, towing, auto repair, car inspections, tire alignment and replacement, and AC repair in Manhattan NY.  goo.gl/b76375 Additional informationOur services include body work, towing, auto repair, auto glass, car inspections, tire alignment and replacement, and AC repair in Manhattan NY.  http… See more "
22,Corona Auto Repair Shop INC,https://web.facebook.com/Corona-Auto-Repair-Shop-INC-691461137602011/?__tn__=%3C,https://www.corona-auto-repair.com/,,718-699-6406," 1 person likes this 1 person follows this 2 people checked in here Automotive Repair Shop · Automotive Body Shop · Home Inspector Business details Price range  · $$ Additional contact info https://www.corona-auto-repair.com/ +1 718-699-6406 Send message More info AboutForeign and domestic repair, 4 wheel alignment computerized repair, New York State inspection station, computerized system specialist. "
23,New York University,https://web.facebook.com/NYU/?__tn__=%3C,http://www.nyu.edu/,,212-998-1212," 865,702 people like this including 1 of your friends 900,487 people follow this 316,557 people checked in here College & university · Nonprofit Organization Additional contact info http://www.nyu.edu/ +1 212-998-1212 More info AboutThe official Facebook page of NYU.  We encourage lively and thoughtful (and fun!) discussion here. Spam/ads, profanity, slurs, or attacks will be deleted. Additional informationNew York University, founded in 1831, is one of the world’s foremost research universities and is a member of the selective Association of American Un… See more "
24,Bruce Car Repair Shop,https://web.facebook.com/BruceCarRepairShop/?__tn__=%3C,,brucecar2017@gmail.com,671 5646," 64,116 people like this 65,733 people follow this 1,059 people checked in here Automotive Body Shop · Automotive Repair Shop Hours Closed now 7:00 AM - 6:00 PM Business details Price range  · $$ Additional contact info +63 2 671 5646 brucecar2017@gmail.com Very responsive to messagesSend message More info AboutA company specializing in automotive painting, auto-detailing, rustproofing, mechanical works, and vintage car restoration.  "
25,Car Repair + Rental Dhaka,https://web.facebook.com/recarbd/?__tn__=%3C,http://recardbd.com/,,621-9966," 3,607 people like this 3,749 people follow this Automotive Repair Shop Hours Always open Additional contact info http://recardbd.com/ 01621-996660 Typically replies within a daySend message More info AboutCar Repair Shop in Dhaka Offers free Wi-Fi "
26,Car Doctor Limited,https://web.facebook.com/cardoctorlimited/?__tn__=%3C,http://www.cardoctorltd.com/,cardoctorbd@gmail.com,955-5667," 20,179 people like this including 1 of your friends 21,048 people follow this 207 people checked in here Automotive Repair Shop Hours Closed now 9:00 AM - 7:00 PM Additional contact info http://www.cardoctorltd.com/ 01955-566700 cardoctorbd@gmail.com Typically replies within a few hoursSend message More info AboutPREMIUM REPAIRING AND SERVICINGAny branded car, All kinds of work Offers free Wi-Fi "
27,Car Heaven Workshop & Servicing Centre,https://web.facebook.com/CarHeavenWorkshopServicingCentre/?__tn__=%3C,http://www.carheaven.com/,bdcarheaven@gmail.com,710-4160," 8,696 people like this 8,739 people follow this 6 people checked in here Automotive Repair Shop · Car dealership · Engineering Service Hours Closed now 9:00 AM - 9:00 PM Business details Price range  · $$ Additional contact info http://www.carheaven.com/ 01710-416016 bdcarheaven@gmail.com Send message More info Aboutসবথেকে কম খরচে গাড়ির A to Z সমাস্যার সমাধানে আমরা আছি আপনাদের সাথে। "
28,CAR And CAR,https://web.facebook.com/CAR-And-CAR-1159795150869202/?__tn__=%3C,,carandcar.bd@gmail.com,712-6303," 2,906 people like this 2,953 people follow this Car dealership Hours Closed now 10:00 AM - 8:00 PM Additional contact info 01712-630303 carandcar.bd@gmail.com Send message More info AboutReconditioned car importer and seller "
29,Car Paint BD,https://web.facebook.com/carpaintbd/?__tn__=%3C,https://sites.google.com/view/carpaintbd,carpaintbd2@gmail.com,848-0891880 1848," 285 people like this 313 people follow this Automotive Repair Shop Hours Closed now 9:45 AM - 9:00 PM Business details Price range  · $ Additional contact info https://sites.google.com/view/carpaintbd 01848-089162 carpaintbd2@gmail.com Send message +880 1848-089162 More info AboutWe protect your car dent paint a/c engine elections or car others working shop in a lower-Price.Thank you so much. Additional informationLooking for a paint shop where you can paint your car according to our requirements at a reasonable price?Looking for a place where you can customiz… See more ImpressumWe will also help you to make a mesh grill, a performance mod in your engine and others, dashboard and AC panel modifications, lights cleaning repair … See more Privacy Policy "
30,,,,,,
31,Car solution,https://web.facebook.com/carsolution.shop/?__tn__=%3C,,arifmhamud01870@gmail.com,719-4266," 1,145 people like this 1,147 people follow this Product/service · Cars · Accessories 400, New Eskaton Road
Dhaka, Dhaka Division, Bangladesh Hours Always open Additional contact info 01719-426699 arifmhamud01870@gmail.com Send message More info Aboutসুলভ মুল্যে ভালো মানের কার ডেকোরেশন এক্সেসরিজ পেতে আমাদের সাথেই থাকুন।ধন্যবাদ।। "
32,Amir Car Windshield Glass Repair,https://web.facebook.com/Amir-Car-Windshield-Glass-Repair-103087825704108/?__tn__=%3C,,rakibhossain6362@gmail.com,863-6278880 1863, 260 people like this 274 people follow this Glass Service Hours Always open Additional contact info 01863-627888 rakibhossain6362@gmail.com Very responsive to messagesSend message +880 1863-627888 More info AboutRepair Your Cracked Windshield 
33,A & N Auto Car Solution,https://web.facebook.com/anautocarsolution/?__tn__=%3C,http://www.anautocarsolution.com/,info@anautocarsolution.com,914-2036," 7,727 people like this including 2 of your friends 7,763 people follow this Automotive Repair Shop · Car Wash Hours Always open Business details Price range  · $$$ Additional contact info http://www.anautocarsolution.com/ 01914-203664 info@anautocarsolution.com Send message More info AboutAuto Car solution service in Uttara, Dhaka "
34,"New York, New York",https://web.facebook.com/pages/New-York-New-York/108424279189115?__tn__=%3C,http://www.nyc.gov/,,," 13,686,245 people like this including 7 of your friends 13,644,545 people follow this 61,392,950 people checked in here City · City Business details Price range  · $$$ Additional contact info http://www.nyc.gov/ More info Additional informationThe City of New York, often called New York City or simply New York, is the most populous city in the United States. Located at the southern tip of th… See more "
35,Arrow Car Solution,https://web.facebook.com/Arrowcarsolution/?__tn__=%3C,,jh0111352@gmail.com,892-47730111352," 751 people like this 768 people follow this Car Wash Hours Always open Additional contact info 01892-477322 jh0111352@gmail.com Very responsive to messagesSend message More info AboutArrow Car solution is a digital platform that ensures transparency, efficiency, and quality for vehicle owners and service providers. Our services inc… See more Offers free Wi-Fi "
36,M&N Auto Group,https://web.facebook.com/mnautogroup/?__tn__=%3C,http://www.mnautoleasing.com/,mnautobody@yahoo.com,718-676-0605," 1,719 people like this 1,792 people follow this 1,270 people checked in here Automotive Repair Shop · Automotive Leasing Service · Car dealership Hours Open now 8:30 AM - 6:00 PM Business details Price range  · $ Additional contact info http://www.mnautoleasing.com/ +1 718-676-0605 mnautobody@yahoo.com Send message More info AboutAuto Leasing & Sales | I-Car Gold Collision Repair Center | Express Service & Parts | Rental Car Center | Lease Return - The ONLY One-Stop-Shop � "
37,G & E Auto Repair & Car Wash,https://web.facebook.com/GEAutoRepair/?__tn__=%3C,http://www.geautorepair.com/,geautorepair@aol.com,718-599-6056," 213 people like this 220 people follow this 151 people checked in here Automotive Repair Shop · Automotive Body Shop · Car dealership Hours Open now 7:30 AM - 6:30 PM Business details Price range  · $ Additional contact info http://www.geautorepair.com/ +1 718-599-6056 geautorepair@aol.com Send message More info AboutG & E Auto Repair offers one stop service in Inspections, Repairs, Tuning ups, Electrical Work, Collision & Bodywork, and Customizations. Additional informationOur professional mechanics are able and prepared to fix most problems that you have with your vehicle at a reasonable price. Come to G & E Auto Repair… See more "
38,Mobile auto repair,https://web.facebook.com/Webringtheshoptoyou/?__tn__=%3C,http://mobileautorepair.me/,mobileautorepairing@gmail.com,929-235-2919," 113 people like this 115 people follow this Tire Dealer & Repair Shop · Automotive Repair Shop Business details Price range  · $ Additional contact info http://mobileautorepair.me/ +1 929-235-2919 mobileautorepairing@gmail.com Send message More info AboutWe providing vip car repair service whether your stuck on the road, home, office, etc. Contact us you will be glad you did "
39,Luxury Auto Group,https://web.facebook.com/Luxury-Auto-Group-264386423619200/?__tn__=%3C,https://www.luxuryautogroupny.com/,,929-263-1065, 103 people like this 104 people follow this 23 people checked in here Automotive Repair Shop · Automotive Store · Motor vehicle company Hours Open now 9:00 AM - 7:30 PM Additional contact info https://www.luxuryautogroupny.com/ +1 929-263-1065 Send message More info Additional informationWelcome to Luxury Auto Group. We are a full service New York used car dealer located in Bronx. 
40,New Era Complete Auto Care,https://web.facebook.com/neweracompleteautocare/?__tn__=%3C,,newerautocare@gmail.com,347-360-4505," 120 people like this 121 people follow this 7 people checked in here Tire Dealer & Repair Shop · Automotive Repair Shop · Wheel & Rim Repair Service Hours Open now 8:00 AM - 8:00 PM Additional contact info +1 347-360-4505 newerautocare@gmail.com Send message More info AboutNYC INSPECTION GENERAL MECHANIC >Technician Install, Repair, Balance and Rotate Tires for passenger and some commercial vehicles.Patch tire, Inspec… See more "
41,Audi New Rochelle,https://web.facebook.com/AudiNewRochelle/?__tn__=%3C,https://www.audinewrochelle.com/,jmarra@westchesteraudi.com,914-775-5981," 2,600 people like this 2,653 people follow this 354 people checked in here Car dealership Hours Open now 9:00 AM - 8:00 PM Business details Price range  · $$$$ Additional contact info https://www.audinewrochelle.com/ +1 914-775-5981 jmarra@westchesteraudi.com Send message More info AboutAudi New Rochelle has been in the business for nearly four decades and we are the go-to dealership for Audi car selection, car financing and more. Wha… See more Additional informationAudi New Rochelle has been in the business for nearly four decades and we are the go-to dealership for Audi car selection, car financing and more. Wha… See more "
42,Zoni Bros. Auto Repair & Motorcycle,https://web.facebook.com/Zoni-Bros-Auto-Repair-Motorcycle-299165356951524/?__tn__=%3C,http://www.zonicustom.com/,zonicustoms@gmail.com,718-492-6883(718)492-6883," 315 people like this 335 people follow this 46 people checked in here Motorcycle Repair Shop · Automotive Repair Shop · Diagnostic Center Hours Open now 7:30 AM - 5:30 PM Business details Price range  · $ Additional contact info http://www.zonicustom.com/ +1 718-492-6883 zonicustoms@gmail.com More info AboutWe offer the finest service and repair work, striving to provide the highest caliber of workmanship with a touch of perfection. NYS DMV Inspections. (718)492-6883 "
43,New Fix Rite Auto Sales,https://web.facebook.com/RiteAutoSales/?__tn__=%3C,http://www.fixriteautorepair.com/,riteautosalesny@gmail.com,718-893-6666," 20 people like this 20 people follow this 2 people checked in here Oil Lube & Filter Service · Automotive Store · Automotive Repair Shop Hours Open now 8:30 AM - 6:00 PM Business details Price range  · $$ Additional contact info http://www.fixriteautorepair.com/ +1 718-893-6666 riteautosalesny@gmail.com Send message More info AboutNew Fix Rite Auto Repair & New Fix Rite Auto Sales is ready to find you the ""Rite"" price for all of your automotive needs! 778 Southern BLVD, Bronx NY Additional informationUsed Car Dealership &  Mechanic- Oil Change- Inspection-  Mechanic- Used Car Sales- We Finance! "
44,Master Auto Repair,https://web.facebook.com/MasterAutoRepair/?__tn__=%3C,http://auto-glass-repair-bronx.ny-biz.co/,masterautosale@outlook.com,718-285-8693," 268 people like this 274 people follow this 44 people checked in here Automotive Repair Shop · Motor vehicle company · Automotive Glass Service Hours Open now 8:00 AM - 6:00 PM Business details Price range  · $ Additional contact info http://auto-glass-repair-bronx.ny-biz.co/ +1 718-285-8693 masterautosale@outlook.com Send message More info AboutAuto repair and maintenance  inspections, brake, tune up, oil change, wheel alignment, computer diagnostic and much more  "
45,JTI Auto Repair,https://web.facebook.com/jtiauto/?__tn__=%3C,http://www.jtirepair.com/,jtirepair@gmail.com,845-878-3050," 518 people like this 528 people follow this 10 people checked in here Oil Lube & Filter Service · Automotive Repair Shop · Local Service Hours Open now 8:00 AM - 5:00 PM Additional contact info http://www.jtirepair.com/ +1 845-878-3050 jtirepair@gmail.com Send message More info AboutJTI's emphasis is on honesty and professionalism. We offer a friendly atmosphere for all customers, and are truly here to provide the best auto repair. Additional informationProviding quality car care in Pawling, New York since 2006.J.T.I. Auto Repair is owned and operated by Jerry Macchia.  Jerry is a long time resident … See more "
46,Ventura's Car Care,https://web.facebook.com/VENTURASCARCARE/?__tn__=%3C,http://www.acdelco.com/,,516-746-4184," 360 people like this 365 people follow this 17 people checked in here Tire Dealer & Repair Shop · Automotive Repair Shop · Oil Lube & Filter Service Hours Open now 7:00 AM - 7:00 PM Business details Price range  · $$ Additional contact info http://www.acdelco.com/ +1 516-746-4184 Send message More info AboutWESTERN NASSAU LOCATED AUTO REPAIR SERVICE SHOPWE PERFORM ALL MAJOR AND MINOR MAINTENANCE OF FOREIGN AND DOMESTIC CARS, NEW YORK STATE INSPECTIONS "
47,Car Lovers Automotive,https://web.facebook.com/carloversautomotive/?__tn__=%3C,http://carloversautomotive.com/,contact@carloversautomotive.com,718-257-8210, 76 people like this 83 people follow this 15 people checked in here Automotive Repair Shop · Cars · Motor vehicle company Hours Open now 8:00 AM - 5:00 PM Business details Price range  · $$ Additional contact info http://carloversautomotive.com/ +1 718-257-8210 contact@carloversautomotive.com Typically replies within minutesSend message More info AboutCar Lovers Auto will fix your car when it needs to be repaired. We work on all makes and models. We pride ourselves in giving quality work and buildin… See more 
48,A1-All German Car,https://web.facebook.com/A1-All-German-Car-447479188958631/?__tn__=%3C,http://www.a-1allgerman.com/,,212-567-9706, 44 people like this 44 people follow this 10 people checked in here Automotive Repair Shop Hours Open now 7:00 AM - 4:30 PM Business details Price range  · $ Additional contact info http://www.a-1allgerman.com/ +1 212-567-9706 Send message 
49,Bisma Mobil Auto Repair,https://web.facebook.com/Bisma-Mobil-Auto-Repair-1183267551691785/?__tn__=%3C,http://bismamobil.com/,bismamobil@yahoo.com,212-582-9269," 136 people like this 139 people follow this 42 people checked in here Automotive Body Shop · Tire Dealer & Repair Shop · Automotive Repair Shop Hours Open now 8:00 AM - 9:00 PM Business details Price range  · $$ Additional contact info http://bismamobil.com/ +1 212-582-9269 bismamobil@yahoo.com Send message More info AboutBisma Mobil Service Station, a family owned auto repair shop, has been providing quality car care and gas in Manhattan since 1993.  Additional informationBisma Mobil Service Station has been providing quality car care and gas in Manhattan since 1993. We are a family owned business delivering honest and … See more "
50,Corvette Repair Inc.,https://web.facebook.com/corvetterepair/?__tn__=%3C,http://corvetterepair.com/,corvetterepair@yahoo.com,516-568-1959," 2,089 people like this 2,217 people follow this 24 people checked in here Automotive Restoration Service · Automotive Body Shop · Automotive Store Hours Open now 6:00 AM - 6:00 PM Business details Price range  · $ Additional contact info http://corvetterepair.com/ +1 516-568-1959 corvetterepair@yahoo.com Send message More info AboutAmerica's Premier Corvette Restoration & Repair Specialists. For more than 35 years, our team is nationally recognized for breathtaking state-of-the-art restorations. Additional informationCorvette Repair Inc. is nationally recognized for breathtaking state-of-the-art restorations. We strive for the utmost in detail and perfection, resul… See more "
51,LS Auto Body & Repair Shop. LLC,https://web.facebook.com/LSAUTOBODY/?__tn__=%3C,http://lsautobody.com/,lsautobody@hotmail.com,347-529-3862," 721 people like this 759 people follow this 1,283 people checked in here Automotive Body Shop · Automotive Repair Shop · Oil Lube & Filter Service Hours Open now 8:00 AM - 6:00 PM Business details Price range  · $$ Additional contact info http://lsautobody.com/ +1 347-529-3862 lsautobody@hotmail.com Send message More info AboutMechanic, Body Work and Car Paint Additional informationLS AUTO BODY & REPAIR SHOP  Finding an auto body shop you can trust is no easy feat, but at LS Auto Body & Repair Shop LLC our goal is to stand out i… See more "
52,Quality Auto Services,https://web.facebook.com/Quality-Auto-Services-1262619020562229/?__tn__=%3C,http://www.nyctireandautocare.com/,,212-244-6237," 603 people like this 622 people follow this 4 people checked in here Tire Dealer & Repair Shop · Automotive Repair Shop · Automotive Store Hours Open now 8:00 AM - 6:00 PM Business details Price range  · $ Additional contact info http://www.nyctireandautocare.com/ +1 212-244-6237 Send message More info AboutFor over 30 years, our full-service auto repair shop has been a staple in New York and New Jersey communities.  "
53,Good Guys Auto Alarm & Stereo,https://web.facebook.com/lbgoodguys/?__tn__=%3C,http://goodguys.com/,lbgoodguys@gmail.com,718-369-4875(718) 369-4875," 62 people like this 64 people follow this 5 people checked in here Automotive Repair Shop · Automotive Parts Store · Local Service Hours Open now 10:00 AM - 7:00 PM Business details Price range  · $ Additional contact info http://goodguys.com/ +1 718-369-4875 lbgoodguys@gmail.com Send message More info AboutHaving car electrical problems? We are here to help.Call today (718) 369-4875, we offer free technical support. (Ask for Luis the electrical specialist.) Additional information24 Years of Professional Auto Electrical Experience. We find shorts, electrical problems, and install any type of audio or navigation systems.We f… See more "
54,Manhattan Alignment & Diagnostic Center,https://web.facebook.com/Manhattan-Alignment-Diagnostic-Center-550355458331807/?__tn__=%3C,http://manhattanalignment.com/,info@manhattanalignment.com,212-281-0300," 727 people like this 724 people follow this 131 people checked in here Tire Dealer & Repair Shop · Automotive Repair Shop · Local Service Hours Open now 8:00 AM - 6:00 PM Business details Price range  · $$ Additional contact info http://manhattanalignment.com/ +1 212-281-0300 info@manhattanalignment.com Send message More info AboutManhattan Alignment & Diagnostic Center located in New York, New York, specializes in auto repair services at competitive rates.  Additional informationAre you having car problems? Get them corrected fast at Manhattan Alignment & Diagnostic Center. We are a family-owned-and-operated auto repair facili… See more "
55,,,,,,
